ID,Name
1,Action
2,Adventure
3,Animation
4,Biography
5,Comedy
6,Crime
7,Documentary
8,Drama
9,Family
10,Fantasy
11,Game-Show
12,History
13,Horror
14,Music
15,Musical
16,Mystery
17,Reality-TV
18,Romance
19,Sci-Fi
20,Short
21,Sport
22,Thriller
23,War
24,Western
