ID,Name
1,Adventure
2,Arcade
3,Card & Board Game
4,Fighting
5,Hack and slash/Beat 'em up
6,Indie
7,MOBA
8,Music
9,Pinball
10,Platform
11,Point-and-click
12,Puzzle
13,Quiz/Trivia
14,Racing
15,Real Time Strategy (RTS)
16,Role-playing (RPG)
17,Shooter
18,Simulator
19,Sport
20,Strategy
21,Tactical
22,Turn-based strategy (TBS)
23,Visual Novel
